Year,District Code,District Name,Building Number,Building Name,Total September Membership,Federal Expenditures Building,State and Local Expenditures Building,Total Building,Federal Expenditures District,State and Local Expenditures District,Total District,Expenditures Per September Membership,,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4400,MAPLEWOOD ELEM.,290.00,$939.37,"$8,379.64","$9,319.01",$358.70,"$2,424.31","$2,783.00","$12,102.02",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4420,MEADOWBROOK ELEM.,574.03,$217.95,"$7,632.50","$7,850.45",$358.70,"$2,424.31","$2,783.00","$10,633.46",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4440,NASHUA ELEM.,406.00,$221.71,"$8,238.65","$8,460.36",$358.70,"$2,424.31","$2,783.00","$11,243.37",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4500,OAKWOOD MANOR ELEM.,265.00,$229.05,"$8,545.60","$8,774.65",$358.70,"$2,424.31","$2,783.00","$11,557.66",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4540,RAVENWOOD ELEM.,365.75,$221.59,"$7,907.13","$8,128.72",$358.70,"$2,424.31","$2,783.00","$10,911.73",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4560,TOPPING ELEM.,342.00,$774.06,"$7,942.86","$8,716.92",$358.70,"$2,424.31","$2,783.00","$11,499.92",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4570,WEST ENGLEWOOD ELEM.,424.00,$662.82,"$7,933.21","$8,596.03",$358.70,"$2,424.31","$2,783.00","$11,379.04",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,4580,WINNWOOD ELEM.,232.00,"$1,051.22","$10,528.64","$11,579.87",$358.70,"$2,424.31","$2,783.00","$14,362.87",,,,,,,,,,,,,,,,,,,,,,,
2019,024-093,NORTH KANSAS CITY 74,9999,DISTRICT TOTALS,"19,955.86",$680.82,"$10,526.05","$11,206.88",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,025-001,CAMERON R-I,1050,CAMERON HIGH,527.00,$138.68,"$6,430.75","$6,569.43",$0.00,"$2,884.51","$2,884.51","$9,453.94",,,,,,,,,,,,,,,,,,,,,,,
2019,025-001,CAMERON R-I,3000,CAMERON VETERANS MIDDLE,415.00,$0.00,"$6,324.96","$6,324.96",$0.00,"$2,884.51","$2,884.51","$9,209.47",,,,,,,,,,,,,,,,,,,,,,,
2019,025-001,CAMERON R-I,4020,PARKVIEW ELEM.,348.00,$805.78,"$8,025.34","$8,831.12",$0.00,"$2,884.51","$2,884.51","$11,715.63",,,,,,,,,,,,,,,,,,,,,,,
2019,025-001,CAMERON R-I,4040,CAMERON INTERMEDIATE SCHOOL,363.02,$240.34,"$5,050.48","$5,290.81",$0.00,"$2,884.51","$2,884.51","$8,175.32",,,,,,,,,,,,,,,,,,,,,,,
2019,025-001,CAMERON R-I,9999,DISTRICT TOTALS,"1,653.02",$266.63,"$9,321.28","$9,587.91",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,025-002,LATHROP R-II,1050,LATHROP HIGH,319.02,$217.58,"$7,266.77","$7,484.35",$85.99,"$2,460.63","$2,546.62","$10,030.96",,,,,,,,,,,,,,,,,,,,,,,
2019,025-002,LATHROP R-II,3000,LATHROP MIDDLE,220.80,$40.46,"$6,163.86","$6,204.31",$85.99,"$2,460.63","$2,546.62","$8,750.93",,,,,,,,,,,,,,,,,,,,,,,
2019,025-002,LATHROP R-II,4020,LATHROP ELEM.,379.00,$436.92,"$6,947.82","$7,384.74",$85.99,"$2,460.63","$2,546.62","$9,931.36",,,,,,,,,,,,,,,,,,,,,,,
2019,025-002,LATHROP R-II,9999,DISTRICT TOTALS,918.82,$351.48,"$9,330.79","$9,682.27",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,025-003,CLINTON CO. R-III,1050,PLATTSBURG HIGH,199.71,$0.00,"$9,468.20","$9,468.20",$376.34,"$2,632.03","$3,008.37","$12,476.57",,,,,,,,,,,,,,,,,,,,,,,
2019,025-003,CLINTON CO. R-III,3000,CLINTON CO. R-III MIDDLE,151.00,$0.00,"$4,906.89","$4,906.89",$376.34,"$2,632.03","$3,008.37","$7,915.26",,,,,,,,,,,,,,,,,,,,,,,
2019,025-003,CLINTON CO. R-III,4020,ELLIS ELEM.,276.13,"$1,293.42","$7,958.96","$9,252.38",$376.34,"$2,632.03","$3,008.37","$12,260.75",,,,,,,,,,,,,,,,,,,,,,,
2019,025-003,CLINTON CO. R-III,9999,DISTRICT TOTALS,626.84,$946.10,"$10,336.62","$11,282.72",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,026-001,COLE CO. R-I,1050,RUSSELLVILLE HIGH,184.00,$167.37,"$6,551.83","$6,719.20",$387.58,"$2,076.71","$2,464.29","$9,183.50",,,,,,,,,,,,,,,,,,,,,,,
2019,026-001,COLE CO. R-I,3000,COLE CO. R-I MIDDLE,147.00,$239.74,"$5,024.94","$5,264.69",$387.58,"$2,076.71","$2,464.29","$7,728.98",,,,,,,,,,,,,,,,,,,,,,,
2019,026-001,COLE CO. R-I,4020,COLE CO. R-I ELEM.,253.00,$907.73,"$4,764.45","$5,672.18",$387.58,"$2,076.71","$2,464.29","$8,136.47",,,,,,,,,,,,,,,,,,,,,,,
2019,026-001,COLE CO. R-I,9999,DISTRICT TOTALS,584.00,$893.91,"$7,469.87","$8,363.79",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,026-002,BLAIR OAKS R-II,1050,BLAIR OAKS HIGH,457.00,$29.55,"$4,931.97","$4,961.52",$0.00,"$2,286.37","$2,286.37","$7,247.89",,,,,,,,,,,,,,,,,,,,,,,
2019,026-002,BLAIR OAKS R-II,3000,BLAIR OAKS MIDDLE SCHOOL,371.29,$147.30,"$4,936.57","$5,083.87",$0.00,"$2,286.37","$2,286.37","$7,370.24",,,,,,,,,,,,,,,,,,,,,,,
2019,026-002,BLAIR OAKS R-II,4020,BLAIR OAKS ELEM.,396.60,$487.65,"$6,657.04","$7,144.70",$0.00,"$2,286.37","$2,286.37","$9,431.07",,,,,,,,,,,,,,,,,,,,,,,
2019,026-002,BLAIR OAKS R-II,9999,DISTRICT TOTALS,"1,224.89",$213.57,"$7,778.29","$7,991.86",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,026-005,COLE CO. R-V,1050,EUGENE HIGH,275.12,$373.83,"$5,635.14","$6,008.96",$3.54,"$2,500.61","$2,504.15","$8,513.11",,,,,,,,,,,,,,,,,,,,,,,
2019,026-005,COLE CO. R-V,4020,EUGENE ELEM.,301.18,$339.12,"$4,775.00","$5,114.12",$3.54,"$2,500.61","$2,504.15","$7,618.27",,,,,,,,,,,,,,,,,,,,,,,
2019,026-005,COLE CO. R-V,9999,DISTRICT TOTALS,576.30,$359.23,"$7,686.23","$8,045.46",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,1050,JEFFERSON CITY HIGH,"2,447.41",$382.17,"$8,317.24","$8,699.41",$0.00,"$2,624.75","$2,624.75","$11,324.16",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,3000,LEWIS AND CLARK MIDDLE,967.44,$352.56,"$6,413.46","$6,766.02",$0.00,"$2,624.75","$2,624.75","$9,390.77",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,3020,THOMAS JEFFERSON MIDDLE,"1,081.19",$360.60,"$6,175.20","$6,535.80",$0.00,"$2,624.75","$2,624.75","$9,160.55",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4020,BELAIR ELEM.,416.76,$85.50,"$6,127.59","$6,213.09",$0.00,"$2,624.75","$2,624.75","$8,837.84",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4025,CALLAWAY HILLS ELEM.,247.15,$182.89,"$8,685.71","$8,868.60",$0.00,"$2,624.75","$2,624.75","$11,493.35",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4030,CEDAR HILL ELEM.,389.51,$103.99,"$6,222.48","$6,326.47",$0.00,"$2,624.75","$2,624.75","$8,951.22",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4040,EAST ELEM.,296.83,$280.15,"$7,148.73","$7,428.88",$0.00,"$2,624.75","$2,624.75","$10,053.62",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4050,CLARENCE LAWSON ELEM.,481.06,$844.98,"$8,490.85","$9,335.83",$0.00,"$2,624.75","$2,624.75","$11,960.57",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4060,MOREAU HEIGHTS ELEM.,350.28,$163.97,"$8,151.19","$8,315.16",$0.00,"$2,624.75","$2,624.75","$10,939.91",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4070,NORTH ELEM.,442.89,$70.10,"$6,130.84","$6,200.94",$0.00,"$2,624.75","$2,624.75","$8,825.69",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,4080,SOUTH ELEM.,314.56,$162.82,"$6,815.93","$6,978.75",$0.00,"$2,624.75","$2,624.75","$9,603.49",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,5010,PIONEER TRAIL ELEMENTARY,490.83,$86.28,"$5,943.60","$6,029.88",$0.00,"$2,624.75","$2,624.75","$8,654.63",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,5020,THORPE J. GORDON ELEM.,333.82,$182.14,"$6,710.16","$6,892.30",$0.00,"$2,624.75","$2,624.75","$9,517.04",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,5040,WEST ELEM.,316.37,$128.23,"$7,258.20","$7,386.43",$0.00,"$2,624.75","$2,624.75","$10,011.18",,,,,,,,,,,,,,,,,,,,,,,
2019,026-006,JEFFERSON CITY,9999,DISTRICT TOTALS,"8,576.10",$298.58,"$9,823.32","$10,121.90",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-055,BLACKWATER R-II,4020,BLACKWATER ELEM.,156.00,$587.15,"$6,200.96","$6,788.11",$0.00,"$2,787.18","$2,787.18","$9,575.30",,,,,,,,,,,,,,,,,,,,,,,
2019,027-055,BLACKWATER R-II,9999,DISTRICT TOTALS,156.00,$587.15,"$8,988.15","$9,575.30",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-056,COOPER CO. R-IV,1050,BUNCETON HIGH,52.00,$324.84,"$12,863.20","$13,188.04",$207.61,"$5,702.75","$5,910.36","$19,098.41",,,,,,,,,,,,,,,,,,,,,,,
2019,027-056,COOPER CO. R-IV,4020,BUNCETON ELEM.,42.00,$859.85,"$13,273.44","$14,133.29",$207.61,"$5,702.75","$5,910.36","$20,043.66",,,,,,,,,,,,,,,,,,,,,,,
2019,027-056,COOPER CO. R-IV,9999,DISTRICT TOTALS,94.00,$771.50,"$18,749.25","$19,520.75",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-057,PRAIRIE HOME R-V,1050,PRAIRIE HOME HIGH,72.00,$220.57,"$7,679.51","$7,900.08",$0.90,"$3,307.08","$3,307.99","$11,208.07",,,,,,,,,,,,,,,,,,,,,,,
2019,027-057,PRAIRIE HOME R-V,4020,PRAIRIE HOME ELEM.,81.00,$185.06,"$5,792.86","$5,977.91",$0.90,"$3,307.08","$3,307.99","$9,285.90",,,,,,,,,,,,,,,,,,,,,,,
2019,027-057,PRAIRIE HOME R-V,9999,DISTRICT TOTALS,153.00,$202.68,"$9,987.77","$10,190.45",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-058,OTTERVILLE R-VI,1050,OTTERVILLE HIGH,146.00,$198.52,"$6,704.86","$6,903.38",$99.79,"$3,214.03","$3,313.83","$10,217.21",,,,,,,,,,,,,,,,,,,,,,,
2019,027-058,OTTERVILLE R-VI,4020,OTTERVILLE ELEM.,96.00,$429.18,"$5,957.43","$6,386.61",$99.79,"$3,214.03","$3,313.83","$9,700.43",,,,,,,,,,,,,,,,,,,,,,,
2019,027-058,OTTERVILLE R-VI,9999,DISTRICT TOTALS,242.00,$389.81,"$9,622.39","$10,012.21",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-059,PILOT GROVE C-4,1050,PILOT GROVE HIGH,114.00,$345.52,"$7,983.05","$8,328.58",$332.40,"$2,862.09","$3,194.49","$11,523.07",,,,,,,,,,,,,,,,,,,,,,,
2019,027-059,PILOT GROVE C-4,4020,PILOT GROVE ELEM.,119.00,$496.53,"$6,644.12","$7,140.64",$332.40,"$2,862.09","$3,194.49","$10,335.14",,,,,,,,,,,,,,,,,,,,,,,
2019,027-059,PILOT GROVE C-4,9999,DISTRICT TOTALS,233.00,$755.05,"$10,161.31","$10,916.36",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,027-061,BOONVILLE R-I,1050,BOONVILLE HIGH,524.72,$554.81,"$7,211.81","$7,766.61",$245.65,"$2,539.27","$2,784.92","$10,551.53",,,,,,,,,,,,,,,,,,,,,,,
2019,027-061,BOONVILLE R-I,3000,LAURA SPEED ELLIOTT MIDDLE,323.77,$200.75,"$6,474.33","$6,675.08",$245.65,"$2,539.27","$2,784.92","$9,460.00",,,,,,,,,,,,,,,,,,,,,,,
2019,027-061,BOONVILLE R-I,4020,HANNAH COLE PRIMARY,326.10,$273.66,"$7,497.83","$7,771.49",$245.65,"$2,539.27","$2,784.92","$10,556.41",,,,,,,,,,,,,,,,,,,,,,,
2019,027-061,BOONVILLE R-I,4040,DAVID BARTON ELEM.,333.05,$445.34,"$5,497.85","$5,943.19",$245.65,"$2,539.27","$2,784.92","$8,728.10",,,,,,,,,,,,,,,,,,,,,,,
2019,027-061,BOONVILLE R-I,9999,DISTRICT TOTALS,"1,507.64",$639.43,"$9,275.94","$9,915.36",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,028-101,CRAWFORD CO. R-I,1050,BOURBON HIGH SCHOOL,268.86,$0.00,"$6,937.01","$6,937.01",$392.38,"$2,232.30","$2,624.68","$9,561.69",,,,,,,,,,,,,,,,,,,,,,,
2019,028-101,CRAWFORD CO. R-I,3000,BOURBON MIDDLE SCHOOL,295.00,$757.89,"$5,488.71","$6,246.60",$392.38,"$2,232.30","$2,624.68","$8,871.27",,,,,,,,,,,,,,,,,,,,,,,
2019,028-101,CRAWFORD CO. R-I,4020,BOURBON ELEMENTARY SCHOOL,336.00,$58.46,"$6,052.71","$6,111.17",$392.38,"$2,232.30","$2,624.68","$8,735.85",,,,,,,,,,,,,,,,,,,,,,,
2019,028-101,CRAWFORD CO. R-I,9999,DISTRICT TOTALS,899.86,$662.66,"$8,364.33","$9,026.99",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,028-102,CRAWFORD CO. R-II,1050,CUBA HIGH,377.03,$274.40,"$7,268.07","$7,542.48",$0.00,"$2,686.89","$2,686.89","$10,229.36",,,,,,,,,,,,,,,,,,,,,,,
2019,028-102,CRAWFORD CO. R-II,3000,CUBA MIDDLE,471.00,$293.67,"$6,119.81","$6,413.48",$0.00,"$2,686.89","$2,686.89","$9,100.37",,,,,,,,,,,,,,,,,,,,,,,
2019,028-102,CRAWFORD CO. R-II,4020,CUBA ELEM.,463.00,$451.16,"$6,965.66","$7,416.82",$0.00,"$2,686.89","$2,686.89","$10,103.71",,,,,,,,,,,,,,,,,,,,,,,
2019,028-102,CRAWFORD CO. R-II,9999,DISTRICT TOTALS,"1,311.03",$343.75,"$9,435.63","$9,779.38",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,028-103,STEELVILLE R-III,1050,STEELVILLE HIGH,290.00,$306.06,"$6,274.15","$6,580.21",$375.45,"$2,294.63","$2,670.08","$9,250.30",,,,,,,,,,,,,,,,,,,,,,,
2019,028-103,STEELVILLE R-III,3000,STEELVILLE MIDDLE,313.00,$73.02,"$5,440.76","$5,513.78",$375.45,"$2,294.63","$2,670.08","$8,183.87",,,,,,,,,,,,,,,,,,,,,,,
2019,028-103,STEELVILLE R-III,4020,STEELVILLE ELEM.,366.00,$515.28,"$5,017.05","$5,532.33",$375.45,"$2,294.63","$2,670.08","$8,202.41",,,,,,,,,,,,,,,,,,,,,,,
2019,028-103,STEELVILLE R-III,9999,DISTRICT TOTALS,969.00,$685.26,"$7,824.77","$8,510.03",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,029-001,LOCKWOOD R-I,1050,LOCKWOOD HIGH,105.25,$425.16,"$8,109.97","$8,535.13",$691.32,"$2,157.24","$2,848.56","$11,383.69",,,,,,,,,,,,,,,,,,,,,,,
2019,029-001,LOCKWOOD R-I,3000,LOCKWOOD MIDDLE SCHOOL,72.03,$324.27,"$6,056.97","$6,381.24",$691.32,"$2,157.24","$2,848.56","$9,229.80",,,,,,,,,,,,,,,,,,,,,,,
2019,029-001,LOCKWOOD R-I,4020,LOCKWOOD ELEM.,131.02,$350.43,"$4,734.21","$5,084.65",$691.32,"$2,157.24","$2,848.56","$7,933.21",,,,,,,,,,,,,,,,,,,,,,,
2019,029-001,LOCKWOOD R-I,9999,DISTRICT TOTALS,308.30,"$1,061.15","$8,352.94","$9,414.09",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,029-002,DADEVILLE R-II,1050,DADEVILLE SR. HIGH,74.00,$288.93,"$8,018.47","$8,307.40",$288.09,"$2,397.57","$2,685.66","$10,993.06",,,,,,,,,,,,,,,,,,,,,,,
2019,029-002,DADEVILLE R-II,4020,DADEVILLE ELEM.,95.00,$262.85,"$4,730.17","$4,993.03",$288.09,"$2,397.57","$2,685.66","$7,678.69",,,,,,,,,,,,,,,,,,,,,,,
2019,029-002,DADEVILLE R-II,9999,DISTRICT TOTALS,169.00,$562.36,"$8,567.59","$9,129.95",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,029-003,EVERTON R-III,1050,EVERTON HIGH,51.50,$300.04,"$9,308.47","$9,608.50",$380.60,"$2,630.93","$3,011.52","$12,620.03",,,,,,,,,,,,,,,,,,,,,,,
2019,029-003,EVERTON R-III,4020,EVERTON ELEM.,105.00,$299.35,"$6,630.99","$6,930.34",$380.60,"$2,630.93","$3,011.52","$9,941.87",,,,,,,,,,,,,,,,,,,,,,,
2019,029-003,EVERTON R-III,9999,DISTRICT TOTALS,156.50,$680.17,"$10,143.00","$10,823.18",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,029-004,GREENFIELD R-IV,1050,GREENFIELD HIGH,202.00,$475.65,"$6,548.35","$7,024.00",$0.48,"$2,588.34","$2,588.82","$9,612.82",,,,,,,,,,,,,,,,,,,,,,,
2019,029-004,GREENFIELD R-IV,4020,GREENFIELD ELEM.,179.00,$0.00,"$6,483.46","$6,483.46",$0.48,"$2,588.34","$2,588.82","$9,072.28",,,,,,,,,,,,,,,,,,,,,,,
2019,029-004,GREENFIELD R-IV,9999,DISTRICT TOTALS,381.00,$252.66,"$9,106.21","$9,358.87",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,030-093,DALLAS CO. R-I,1050,BUFFALO HIGH,500.67,$569.86,"$8,340.73","$8,910.58",$5.23,"$3,087.77","$3,093.00","$12,003.58",,,,,,,,,,,,,,,,,,,,,,,
2019,030-093,DALLAS CO. R-I,3000,BUFFALO MIDDLE,573.12,$340.17,"$5,055.98","$5,396.15",$5.23,"$3,087.77","$3,093.00","$8,489.15",,,,,,,,,,,,,,,,,,,,,,,
2019,030-093,DALLAS CO. R-I,4020,MALLORY ELEM.,606.00,$450.44,"$4,641.67","$5,092.11",$5.23,"$3,087.77","$3,093.00","$8,185.11",,,,,,,,,,,,,,,,,,,,,,,
2019,030-093,DALLAS CO. R-I,9999,DISTRICT TOTALS,"1,679.79",$453.64,"$8,973.32","$9,426.96",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,031-116,PATTONSBURG R-II,1050,PATTONSBURG HIGH,101.59,$184.31,"$7,456.44","$7,640.74",$436.67,"$2,881.26","$3,317.93","$10,958.67",,,,,,,,,,,,,,,,,,,,,,,
2019,031-116,PATTONSBURG R-II,4020,PATTONSBURG ELEM.,101.00,$863.31,"$6,281.38","$7,144.69",$436.67,"$2,881.26","$3,317.93","$10,462.62",,,,,,,,,,,,,,,,,,,,,,,
2019,031-116,PATTONSBURG R-II,9999,DISTRICT TOTALS,202.59,$959.49,"$9,751.87","$10,711.37",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,031-117,WINSTON R-VI,1050,WINSTON HIGH,87.00,$176.90,"$7,116.77","$7,293.67",$596.32,"$2,405.06","$3,001.39","$10,295.05",,,,,,,,,,,,,,,,,,,,,,,
2019,031-117,WINSTON R-VI,4020,WINSTON ELEM.,78.00,$939.20,"$10,574.10","$11,513.31",$596.32,"$2,405.06","$3,001.39","$14,514.69",,,,,,,,,,,,,,,,,,,,,,,
2019,031-117,WINSTON R-VI,9999,DISTRICT TOTALS,165.00,"$1,133.58","$11,156.21","$12,289.79",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,031-118,NORTH DAVIESS R-III,1050,NORTH DAVIESS HIGH,28.00,$0.00,"$16,824.38","$16,824.38",$0.00,"$5,699.72","$5,699.72","$22,524.11",,,,,,,,,,,,,,,,,,,,,,,
2019,031-118,NORTH DAVIESS R-III,4020,NORTH DAVIESS ELEM.,35.00,$0.00,"$13,131.15","$13,131.15",$0.00,"$5,699.72","$5,699.72","$18,830.87",,,,,,,,,,,,,,,,,,,,,,,
2019,031-118,NORTH DAVIESS R-III,9999,DISTRICT TOTALS,63.00,$0.00,"$20,472.31","$20,472.31",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,031-121,GALLATIN R-V,1050,GALLATIN HIGH,176.40,$371.36,"$8,189.04","$8,560.40",$47.91,"$3,056.70","$3,104.61","$11,665.02",,,,,,,,,,,,,,,,,,,,,,,
2019,031-121,GALLATIN R-V,3000,GALLATIN MIDDLE SCHOOL,173.00,$310.10,"$3,929.88","$4,239.99",$47.91,"$3,056.70","$3,104.61","$7,344.60",,,,,,,,,,,,,,,,,,,,,,,
2019,031-121,GALLATIN R-V,4020,COVEL D. SEARCY ELEM.,190.70,$124.93,"$9,535.71","$9,660.64",$47.91,"$3,056.70","$3,104.61","$12,765.26",,,,,,,,,,,,,,,,,,,,,,,
2019,031-121,GALLATIN R-V,9999,DISTRICT TOTALS,540.10,$312.64,"$10,356.97","$10,669.62",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,031-122,TRI-COUNTY R-VII,1050,TRI-COUNTY HIGH,76.50,$450.84,"$11,785.96","$12,236.80",$0.00,"$3,619.75","$3,619.75","$15,856.55",,,,,,,,,,,,,,,,,,,,,,,
2019,031-122,TRI-COUNTY R-VII,4020,TRI-COUNTY ELEM.,85.00,$568.07,"$7,769.72","$8,337.79",$0.00,"$3,619.75","$3,619.75","$11,957.54",,,,,,,,,,,,,,,,,,,,,,,
2019,031-122,TRI-COUNTY R-VII,9999,DISTRICT TOTALS,161.50,$512.54,"$13,291.90","$13,804.44",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,032-054,OSBORN R-O,1050,OSBORN HIGH,48.13,$499.34,"$13,494.00","$13,993.34",$341.50,"$5,557.78","$5,899.28","$19,892.62",,,,,,,,,,,,,,,,,,,,,,,
2019,032-054,OSBORN R-O,4020,OSBORN ELEM.,56.00,$300.83,"$11,152.63","$11,453.46",$341.50,"$5,557.78","$5,899.28","$17,352.74",,,,,,,,,,,,,,,,,,,,,,,
2019,032-054,OSBORN R-O,9999,DISTRICT TOTALS,104.13,$734.08,"$17,792.62","$18,526.70",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,032-055,MAYSVILLE R-I,1050,MAYSVILLE JR.-SR. HIGH,263.00,$33.52,"$7,084.88","$7,118.40",$250.41,"$3,108.80","$3,359.21","$10,477.61",,,,,,,,,,,,,,,,,,,,,,,
2019,032-055,MAYSVILLE R-I,4060,MAYSVILLE ELEM.,296.12,$446.01,"$6,315.65","$6,761.66",$250.41,"$3,108.80","$3,359.21","$10,120.88",,,,,,,,,,,,,,,,,,,,,,,
2019,032-055,MAYSVILLE R-I,9999,DISTRICT TOTALS,559.12,$502.39,"$9,786.29","$10,288.68",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,032-056,UNION STAR R-II,1050,UNION STAR HIGH,76.00,$381.32,"$10,320.67","$10,701.99",$0.00,"$3,444.09","$3,444.09","$14,146.08",,,,,,,,,,,,,,,,,,,,,,,
2019,032-056,UNION STAR R-II,4020,UNION STAR ELEM.,80.00,$435.98,"$6,866.89","$7,302.87",$0.00,"$3,444.09","$3,444.09","$10,746.96",,,,,,,,,,,,,,,,,,,,,,,
2019,032-056,UNION STAR R-II,9999,DISTRICT TOTALS,156.00,$409.35,"$11,993.59","$12,402.94",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,032-058,STEWARTSVILLE C-2,1050,STEWARTSVILLE HIGH,107.00,$197.29,"$7,658.26","$7,855.55",$17.34,"$2,665.59","$2,682.92","$10,538.48",,,,,,,,,,,,,,,,,,,,,,,
2019,032-058,STEWARTSVILLE C-2,4020,STEWARTSVILLE ELEM.,124.00,$208.06,"$6,477.09","$6,685.15",$17.34,"$2,665.59","$2,682.92","$9,368.08",,,,,,,,,,,,,,,,,,,,,,,
2019,032-058,STEWARTSVILLE C-2,9999,DISTRICT TOTALS,231.00,$220.41,"$9,689.80","$9,910.21",$0.00,$0.00,$0.00,$0.00,,,,,,,,,,,,,,,,,,,,,,,
2019,033-090,SALEM R-80,1050,SALEM SR. HIGH,283.00,$135.66,"$5,185.37","$5,321.02",$0.00,"$3,206.58","$3,206.58","$8,527.61",,,,,,,,,,,,,,,,,,,,,,,
2019,033-090,SALEM R-80,2050,SALEM MIDDLE SCHOOL,215.00,$30.57,"$7,107.95","$7,138.52",$0.00,"$3,206.58","$3,206.58","$10,345.10",,,,,,,,,,,,,,,,,,,,,,,
2019,033-090,SALEM R-80,4020,WM. H. LYNCH ELEM.,187.50,$649.95,"$9,596.20","$10,246.15",$0.00,"$3,206.58","$3,206.58","$13,452.73",,,,,,,,,,,,,,,,,,,,,,,
2019,033-090,SALEM R-80,4040,SALEM UPPER ELEM.,344.56,$307.26,"$5,406.82","$5,714.09",$0.00,"$3,206.58","$3,206.58","$8,920.67",,,,,,,,,,,,,,,,,,,,,,,
