,DIST_CODE,SCHL_CODE,SCHNAME,latitude,longitude
475,24089,3000,Excelsior Springs Middle ,39.34845305,-94.25009691423611
476,24089,1080,Excelsior Springs Tech. High ,39.334842,-94.231008
477,24089,4040,Lewis Elementary ,39.337851,-94.227557
478,5122,4020,Exeter Elem. ,36.6740976,-93.9380034
479,5122,1050,Exeter High ,36.6740976,-93.9380034
480,39142,4020,Fair Grove Elem. ,37.3885449,-93.1489198
481,39142,1050,Fair Grove High ,37.3885449,-93.1489198
482,39142,3000,Fair Grove Middle ,37.3885449,-93.1489198
483,84002,4020,Fair Play Elem. ,,
484,84002,1050,Fair Play High ,,
485,84002,7500,Little Stingers Preschool ,37.635263,-93.576279
486,3033,7500,Community For Kids ,40.3391209,-95.3961478
487,3033,4020,Fairfax Elem. ,40.3391209,-95.3961478
488,3033,1050,Fairfax High ,40.3391209,-95.3961478
489,46140,4020,Fairview Elem. ,,
490,94078,3000,Farmington Middle ,37.7751760377999,-90.41234209531582
491,94078,1050,Farmington Sr. High ,37.777179,-90.43621
492,94078,4040,Jefferson Elem. ,37.795830868877964,-90.42013411531508
493,94078,1015,Juvenile Detention Center ,,
494,94078,4050,Lincoln Intermediate ,37.77366583542422,-90.41277702115465
495,94078,4060,Roosevelt Elem. ,37.7758687,-90.4123207
496,94078,4020,Truman Learning Center ,37.79326957882989,-90.43761574788424
497,94078,4030,Washington-Franklin Elem. ,,
498,45077,1050,Fayette High ,,
499,45077,4040,Laurence J. Daly Elem. ,39.14846001467621,-92.69207944636597
500,45077,3000,Wm. N. Clark Middle ,39.14846585687283,-92.69209790337973
501,96089,4030,Berkeley Elementary School ,38.761477471156034,-90.32637597598233
502,96089,4020,Bermuda Elementary ,38.7388061,-90.2961511
503,96089,4040,Central Elementary ,38.74256,-90.306836
504,96089,4060,Combs Elementary ,,
505,96089,4080,Commons Lane Elementary ,38.7888682,-90.2875279
506,96089,3030,Cross Keys Middle ,38.80908305,-90.30461206777935
507,96089,4140,Duchesne Elementary ,,
508,96089,7500,Early Education Center ,38.776956465710796,-90.34387953418928
509,96089,3050,Ferguson Middle ,38.7540088,-90.31489040850306
510,96089,4160,Griffith Elementary ,38.749524,-90.289262
511,96089,4180,Halls Ferry Elementary ,38.799726199999995,-90.29517991548875
512,96089,4190,Holman Elementary ,38.723925050000005,-90.34569419046315
513,96089,4210,Johnson Wabash 6th Grade Center ,38.755692350000004,-90.3137803016387
514,96089,4200,Lee Hamilton Elementary ,38.756566,-90.300949
515,96089,1050,Mccluer High ,,
516,96089,1070,Mccluer North High ,38.7900747,-90.3025992
517,96089,4240,Parker Road Elementary ,38.7949952,-90.303079
518,96089,4260,Robinwood Elementary ,38.7812292,-90.305654
519,96089,1060,Steam Academy At Msb High Scho ,38.73149853020134,-90.30535947651006
520,96089,3010,Steam Academy Middle School ,38.776956465710796,-90.34387953418928
521,96089,1080,The Innovation School At Cv ,38.726743623710604,-90.30305913695557
522,96089,4320,Walnut Grove Elem. ,38.7557625,-90.3093435
523,96089,4340,Wedgwood 6th Grade Center ,38.8109853,-90.30277712725541
524,50006,4020,Festus Elem. ,,
525,50006,5020,Festus Intermediate ,,
526,50006,3020,Festus Middle ,38.2119285,-90.3958267
527,50006,1050,Festus Sr. High ,38.224034,-90.414136
528,112101,4020,Fordland Elem. ,37.15809332653061,-92.94020881632653
529,112101,1050,Fordland High ,37.16144202071094,-92.95441403461014
530,112101,3000,Fordland Middle ,37.161420001403776,-92.95430494738854
531,106003,4020,Forsyth Elem. ,36.695430529694896,-93.11650837056543
532,106003,1050,Forsyth High ,36.695430529694896,-93.11650837056543
533,106003,3000,Forsyth Middle ,36.695430529694896,-93.11650837056543
534,106003,1010,Tri Lakes Special Serv Co-Op ,,
535,48066,4020,Blue Hills Elem. ,,
536,48066,4040,Buckner Elem. ,,
537,48066,1100,Car. & Tech. Center At Ft. Osage ,,
538,48066,4060,Cler-Mont Elem. ,,
539,48066,7500,Early Childhood Center ,,
540,48066,4080,Elm Grove Elem. ,,
541,48066,4110,Fire Prairie Middle ,,
542,48066,1050,Fort Osage High ,,
543,48066,4130,Indian Trails Elem. ,,
544,48066,1020,Lewis and Clark Learning Center ,,
545,48066,3000,Osage Trail Middle ,,
546,50012,4010,Antonia Elem. ,37.682043,-90.61301
547,50012,2200,Antonia Middle School ,,
548,50012,4030,Clyde Hamrick Elem. ,,
549,50012,7500,Don Earl Early Childhood Center ,38.44799219180323,-90.3700488012202
550,50012,4020,Fox Elem. ,38.449281162153035,-90.36824327220188
551,50012,2050,Fox Middle ,38.449093,-90.368549
552,50012,1050,Fox Sr. High ,38.448759,-90.369122
553,50012,4040,George Guffey Elem. ,38.4829163,-90.44493620914082
554,50012,4050,Lone Dell Elem. ,,
555,50012,4060,Meramec Heights Elem. ,,
556,50012,4070,Raymond & Nancy Hodge Elem. ,38.4031361,-90.4165291
557,50012,5010,Richard Simpson Elem. ,38.4143433,-90.402428
558,50012,2100,Ridgewood Middle ,,
559,50012,4080,Rockport Heights Elem. ,38.407663183069566,-90.38022012178676
560,50012,4090,Seckman Elem. ,38.397518,-90.424042
561,50012,2150,Seckman Middle ,38.397917927588786,-90.42465115282336
562,50012,1070,Seckman Sr. High ,38.3976113,-90.42825259415378
563,50012,5000,Sherwood Elem. ,38.442540812385936,-90.39956922950724
564,92088,3000,Barnwell Middle ,38.742149,-90.5636848
565,92088,4020,Becky-David Elem. ,38.7443645,-90.5634408
566,92088,3400,Bryan Middle ,38.7109178,-90.6657051
567,92088,4035,Castlio Elem. ,38.7271975,-90.59858250143611
568,92088,4040,Central Elem. ,38.7450693,-90.6124156
569,92088,4060,Daniel Boone Elem. ,,
570,92088,7500,Early Child Family Educ. Center ,38.7460845,-90.6131058
571,92088,7520,Early Child. Family Educ Center ,38.8616026,-90.7410751
572,92088,7530,Early Child. Family Educ. Center ,38.70553315,-90.6693307358108
573,92088,4070,Fairmount Elem. ,38.7668951,-90.5981621
574,92088,1090,Francis Howell Central High ,38.7474399,-90.6457029
575,92088,1050,Francis Howell High ,,
576,92088,3200,Francis Howell Middle ,38.7205264,-90.6759101
577,92088,1075,Francis Howell North High ,38.8616026,-90.7410751
578,92088,1020,Francis Howell Union High ,,
579,92088,5010,Harvest Ridge Elem. ,38.753671,-90.524692
580,92088,5000,Henderson Elem. ,38.8616026,-90.7410751
581,92088,3100,Hollenbeck Middle ,38.7438052,-90.6135028
582,92088,5030,Independence Elem. ,38.7069393,-90.6667995
583,92088,5020,John Weldon Elem. ,38.7261078,-90.7212107
584,92088,3300,Saeger Middle ,38.7463634,-90.6470948
585,92088,5040,Warren Elem. ,,
586,92088,1025,Westwood Trail Academy ,,
587,36123,4020,Franklin Co. Elem. ,38.58752,-91.2189665
588,62072,4020,Fredericktown Elem. ,37.555072146341466,-90.28767323170732
589,62072,1050,Fredericktown High ,,
590,62072,4080,Fredericktown Intermediate ,,
591,62072,3000,Kelly A Burlison Middle School ,,
592,48922,3940,Frontier Schl Of Excellence-M ,39.0382669,-94.573235
593,48922,1920,Frontier Schl Of Excellence-U ,39.0382669,-94.573235
594,48922,3935,Frontier Schl Of Innovation-M ,,
595,48922,6975,Frontier School Of Innovation ,39.13603055,-94.50351979045224
596,48922,1985,Frontier Stem High School ,39.13108865,-94.50705007461166
597,92087,4090,Dardenne Elem. ,38.7717674,-90.70129460761365
598,92087,3050,Dr Bernard J. DuBray Middle ,38.7816789,-90.62175278906008
599,92087,7500,Early Childhood Center ,38.7986864,-90.6109829
600,92087,4160,Emge Elem. ,38.7645559,-90.6965317
601,92087,4180,Flint Hill Elementary ,38.8442669,-90.8480063
602,92087,4020,Forest Park Elem. ,38.8152141,-90.687275
603,92087,1080,Ft. Zumwalt East High ,,
604,92087,1020,Ft. Zumwalt Hope High ,38.8072908,-90.7035544
605,92087,1050,Ft. Zumwalt North High ,38.8201819,-90.6677264
606,92087,3000,Ft. Zumwalt North Middle ,,
607,92087,1075,Ft. Zumwalt South High ,38.7887178,-90.6691855
608,92087,3070,Ft. Zumwalt South Middle ,,
609,92087,1090,Ft. Zumwalt West High ,38.7893168,-90.7299014
610,92087,3090,Ft. Zuwmalt West Middle ,,
611,92087,4080,Hawthorn Elem. ,38.787082,-90.59509049971226
612,92087,4040,Joseph L. Mudd Elem. ,38.8141693,-90.6893721
613,92087,4030,Lewis & Clark Elem. ,38.79176355,-90.62139360044999
614,92087,4130,Mid Rivers Elem. ,38.7876661,-90.6396752
615,92087,1021,Mike Clemens Center Adapt Lrng ,38.8271952,-90.6878314
616,92087,4050,Mount Hope Elem. ,38.8390598,-90.7336583
617,92087,4170,Ostmann Elem. ,38.7612517,-90.7213685
618,92087,4140,Pheasant Point Elem. ,38.7467376,-90.695943
619,92087,4070,Progress South Elem. ,,
620,92087,4120,Rock Creek Elem. ,38.79239791917157,-90.69645323313719
621,92087,4060,St. Peters Elem. ,38.7919316,-90.62281913870518
622,92087,4100,Twin Chimneys Elem. ,38.7633207,-90.7308886
623,92087,4150,Westhoff Elem. ,38.8266078,-90.6865789
624,14129,4010,Bartley Elem. ,,
625,14129,4020,Bush Elem. ,38.85356666520417,-91.93506886693787
626,14129,7500,Fulton Early Childhood Cntr ,38.8532442,-91.9351893
627,14129,3000,Fulton Middle ,,
628,14129,1050,Fulton Sr. High ,38.872085,-91.941436
629,14129,4080,Mcintire Elem. ,38.85161105,-91.95832717701032
630,77102,4020,Gainesville Elem. ,,
631,77102,1050,Gainesville High ,,
632,77102,7500,Gainesville Preschool ,,
633,104042,1050,Galena High ,,
634,104042,4020,Galena-Abesville Elem. ,,
635,31121,4020,Covel D. Searcy Elem. ,39.910629551020406,-93.97084808163265
636,31121,1050,Gallatin High ,39.91002995762712,-93.97084203389831
637,31121,3000,Gallatin Middle School ,39.910027,-93.970842
638,53112,4020,Gasconade Elem. ,,
639,37039,4060,Hermann Elem. ,,
640,37039,1050,Hermann High ,,
641,37039,3000,Hermann Middle ,,
642,37037,4020,Gerald Elem. ,38.39643626391069,-91.3383806014273
643,37037,4050,Owensville Elem. ,,
644,37037,1050,Owensville High ,38.3646048,-91.5719888
645,37037,3000,Owensville Middle ,38.3646048,-91.5719888
646,115916,6980,Gateway Science Acad/St. Louis ,38.606795273007855,-90.3013459228071
647,115916,1940,Gateway Science Academy High ,38.60035022486283,-90.27535326743217
648,115916,3935,Gateway Science Academy Middle ,38.60035022486283,-90.27535326743217
649,115916,6997,Gateway Science Acad-South Ele ,38.57189738679458,-90.28328873378028
650,48905,1945,Genesis School Inc. ,39.045994,-94.540069
651,72073,4020,Gideon Elem. ,36.451052,-89.918754
652,72073,1050,Gideon High ,36.451052,-89.918754
653,97127,4020,Gilliam Elem. ,39.2359236,-93.00395649535398
654,41004,4020,Gilman City Elem. ,40.1349091,-93.87231851710993
655,41004,1050,Gilman City High ,40.1349091,-93.87231851710993
656,45078,4020,Glasgow Elementary. ,39.2283018,-92.8341084
657,45078,1050,Glasgow High ,39.2283018,-92.8341084
658,46135,4020,Glenwood Elem. ,,
659,6103,4020,Golden City Elem. ,37.387822,-94.09909710204082
660,6103,1050,Golden City High ,37.387822,-94.09909710204082
661,48913,6935,Gordon Parks Elem. ,39.060232299999996,-94.60289752359185
662,48069,7500,Grain Valley Early Childhd Center ,39.05050111531248,-94.20131508905537
663,48069,1050,Grain Valley High ,,
664,48069,3010,Grain Valley North Middle Schl ,39.05050123062496,-94.20135717811074
665,48069,3000,Grain Valley South Middle Schl ,38.9925477,-94.2037006
666,48069,4040,Matthews Elem. ,39.0184106122449,-94.161039
667,48069,4080,Prairie Branch Elem. ,,
668,48069,4060,Sni-A-Bar Elem. ,,
669,48069,5000,Stony Point Elem. ,38.993046,-94.217637
670,48074,4020,Belvidere Elem. ,38.849376,-94.520485
671,48074,4040,Butcher-Greene Elem. ,38.87043383673469,-94.53232267346938
672,48074,4080,Conn-West Elem. ,38.887447,-94.532562
673,48074,1020,Grandview Alternative School ,38.889223,-94.53356
674,48074,2100,Grandview Middle ,38.891896,-94.502761
675,48074,1050,Grandview Sr. High ,38.885194,-94.4808
676,48074,5000,HIGH GROVE Early Childhood,38.885194,-94.4808
677,48074,5020,Martin City Elem. ,38.88634704101943,-94.59227508417793
678,48074,5040,Meadowmere Elem. ,38.877781265306126,-94.51296434693877
679,50002,4020,Grandview Elem. ,38.251081,-90.5650347
680,50002,1050,Grandview High ,38.251081,-90.5650347
681,50002,3000,Grandview Middle ,38.251081,-90.5650347
682,105123,4020,Green City Elem. ,40.272412,-92.951386
683,105123,1050,Green City High ,40.272412,-92.951386
684,33092,4020,Green Forest Elem. ,37.6350212,-91.5145985
685,80121,4020,Green Ridge Elem. ,38.6216583,-93.41307351446275
686,80121,1050,Green Ridge High ,38.6216583,-93.41307351446275
687,29004,4020,Greenfield Elem. ,37.41777765,-93.83736474809069
688,29004,1050,Greenfield High ,39.173636869565215,-94.57628760869565
689,111086,4010,Greenville Elem. ,37.132468864670656,-90.4458516605423
690,111086,1050,Greenville High ,37.13140955404627,-90.44584705240759
691,111086,2050,Greenville Jr. High ,37.13140955404627,-90.44584705240759
692,111086,4020,Williamsville Elem. ,,
693,40100,4020,Grundy Co. Elem. ,40.12677948979592,-93.32190293877551
694,40100,1050,Grundy Co. High ,40.12711648997185,-93.388257
695,48902,6905,Guadalupe Centers Elementary ,39.09428964285714,-94.52302855102042
696,48902,1925,Guadalupe Centers High School ,39.09415955,-94.56527220761306
697,48902,3925,Guadalupe Centers Middle ,38.9249801,-94.6037897
698,17121,4020,Hale Elem. ,39.60713345,-93.34341539675651
699,17121,1050,Hale High ,39.60713345,-93.34341539675651
700,84003,4020,Halfway Elem. ,,
701,84003,1050,Halfway Secondary ,,
702,10089,1050,Hallsville High ,,
703,10089,4020,Hallsville Intermediate ,,
704,10089,3000,Hallsville Middle ,,
705,10089,4040,Hallsville Primary ,,
706,13055,4020,Hamilton Elem. ,,
707,13055,3000,Hamilton Middle ,39.748508,-93.998149
708,13055,1050,Penney High ,39.748508,-93.998149
709,96103,4020,Hancock Place Elem. ,38.53592663421738,-90.2708159744487
710,96103,3000,Hancock Place Middle ,38.524373,-90.2807394
711,96103,1050,Hancock Sr. High ,38.524384,-90.280611
712,64075,4020,A. D. Stowell Elem. ,39.702927,-91.351217
713,64075,7500,Early Childhood Center ,39.722348,-91.419198
714,64075,4060,Eugene Field Elem. ,39.702158976470585,-91.37028230588236
715,64075,1100,Hannibal Career & Tech. Center ,39.72295485714286,-91.39182357142857
716,64075,3000,Hannibal Middle ,39.724678363636365,-91.39177463636364
717,64075,1050,Hannibal Sr. High ,39.6923615,-91.3988547
718,64075,4080,Mark Twain Elem. ,39.707309,-91.387248
719,64075,4090,Oakwood Elem. ,39.685484565656566,-91.39987554545455
720,64075,5010,Veterans Elem. ,,
721,97122,4020,Hardeman Elem. ,38.7059678,-90.3489457
722,89088,4020,Hardin-Central Elem. ,,
723,89088,1050,Hardin-Central High ,,
724,10092,4020,Harrisburg Elem. ,39.1429399195373,-92.46210659219413
725,10092,1050,Harrisburg High ,39.134923,-92.462472
726,10092,3000,Harrisburg Middle ,39.14299563233795,-92.46210438817124
727,19149,1100,Cass Career Center ,,
728,19149,4060,Early Childhood Center ,38.6513251,-94.3433551
729,19149,1015,Everett Wade Juvenile Center ,38.657281612244894,-94.34769181632653
730,19149,4020,Harrisonville Elem. ,38.6550294,-94.32411222959328
731,19149,1050,Harrisonville High ,,
732,19149,3000,Harrisonville Middle ,,
733,19149,4040,Mceowen Elem. ,38.6415102,-94.33890184615058
734,114113,4020,Grovespring Elem. ,,
735,114113,4040,Hartville Elem. ,37.25166707894737,-92.51609747368421
736,114113,1050,Hartville High ,37.25166707894737,-92.51609747368421
737,115925,1905,Hawthorn High School,38.66608925,-90.25997753878434
738,115925,3910,Hawthorn Middle ,38.66608925,-90.25997753878434
739,78002,1050,Hayti High ,,
740,78002,4040,Mathis Elementary ,,
741,96088,4320,Armstrong Elem. ,38.78359423204018,-90.37960293423309
742,96088,4340,Arrowpoint Elem. ,38.8123985,-90.2274205
743,96088,4040,Barrington Elem. ,38.835457149999996,-90.29603641560794
744,96088,4060,Brown Elem. ,,
745,96088,7500,Central Early Childhood Center ,38.83274795,-90.31517064180096
746,96088,2070,Central Middle ,,
747,96088,4100,Cold Water Elem. ,38.8260849,-90.32514419154316
748,96088,7510,East Early Childhood Center ,,
749,96088,2100,East Middle ,38.774914949999996,-90.2344421195417
750,96088,1020,Elem. Special Programs Dept. ,38.83118285,-90.31648945671058
751,96088,4140,Garrett Elem. ,38.7784561,-90.3992195
752,96088,4150,Grannemann Elem. ,,
753,96088,1050,Hazelwood Central High ,38.83118285,-90.31648945671058
754,96088,1060,Hazelwood East High ,38.774914949999996,-90.2344421195417
755,96088,1075,Hazelwood West High ,38.784796,-90.379904
756,96088,4170,Jamestown Elem. ,,
757,96088,4300,Jana Elem. ,38.81554405,-90.31822947686543
758,96088,4160,Jury Elem. ,38.788528150000005,-90.26964199626073
759,96088,4020,Keeven Elem. ,38.777714950000004,-90.26358349694306
760,96088,4180,Larimore Elem. ,,
761,96088,4080,Lawson Elem. ,38.8053805,-90.35566556219771
762,96088,4200,Lusher Elem. ,38.815400463073395,-90.34870103348452
763,96088,4210,Mccurdy Elem. ,38.806934,-90.34261899853794
764,96088,4220,Mcnair Elem. ,38.790668,-90.359017
765,96088,2130,North Middle ,,
766,96088,2050,Northwest Middle ,38.8189406,-90.3450527
767,96088,4240,Russell Elem. ,38.7959519645579,-90.37003555205438
768,96088,2170,Southeast Middle ,38.7795185,-90.1957396
769,96088,4250,Townsend Elem. ,38.7952365,-90.2926915
770,96088,4260,Twillman Elem. ,38.7846868,-90.2183934
771,96088,4280,Walker Elem. ,38.8140985,-90.3369039
772,96088,7520,West Early Childhood Center ,38.783983,-90.395413
773,96088,2150,West Middle ,38.78015795,-90.41394251868553
774,42111,4020,Windsor Elem. ,38.52908576530612,-93.52653307142857
775,42111,1050,Windsor High ,,
776,43004,4020,Hermitage Elem. ,,
777,43004,1050,Hermitage High ,,
778,43004,3000,Hermitage Middle ,,
779,48072,1025,Burke Academy ,38.922450131313134,-94.5138873131313
780,48072,4010,Compass Elementary ,38.93862408724832,-94.52744537583892
781,48072,1030,Crittenton Treatment Center ,38.9242397,-94.48139729801154
782,48072,4015,Dobbs Elem. ,38.953899,-94.503315
783,48072,4055,Ervin Elementary School ,38.93304445,-94.48831730748996
784,48072,7500,Freda Markley Early Childhood ,38.954519,-94.5634109
785,48072,4050,Ingels Elem. ,38.9125497,-94.5066297659891
786,48072,4045,Millennium At Sante Fe ,38.9580072,-94.5076605
787,48072,1050,Ruskin High School ,38.9242681,-94.50710200668748
788,48072,3050,Smith-Hale Middle ,38.95969559280773,-94.5068537695714
789,48072,4030,Truman Elem. ,38.949894,-94.494042
790,48072,4035,Warford Elem. ,38.9195638,-94.54838170154153
791,43001,4020,Skyline Elem. ,,
792,43001,1050,Skyline High ,,
793,43001,3000,Skyline Middle ,,
794,88075,4020,Higbee Elem. ,39.30580058809138,-92.51156960195146
795,88075,1050,Higbee High ,39.30580058809138,-92.51156960195146
796,88075,3000,Higbee Middle School ,39.30580058809138,-92.51156960195146
797,68071,4020,High Point Elem. ,,
798,50003,4020,Hillsboro Elem. ,38.2356316,-90.55526812503582
799,50003,1050,Hillsboro High ,38.24143275,-90.57017174949225
800,50003,2050,Hillsboro Jr. High ,38.23623205,-90.55769889305085
801,50003,4040,Hillsboro Middle Elem. ,,
802,50003,4080,Hillsboro Primary ,38.23949155,-90.56566014814719
803,50003,1015,Juvenile Detention Center ,38.2470962,-90.5609493
804,48904,3945,Hogan Preparatory Acad Middle ,39.010269693877554,-94.55150987755101
805,48904,1935,Hogan Preparatory Academy ,39.01133263905489,-94.57304882860794
806,48904,6910,Hogan Preparatory Academy Elem ,39.03358134693878,-94.55225516326531
807,35094,4020,Holcomb Elem. ,,
808,35094,1050,Holcomb High ,,
809,51152,4040,Holden Elem. ,36.995108,-91.70782
810,51152,1050,Holden High ,36.995108,-91.70782
811,51152,3000,Holden Middle ,38.702822,-93.987835
812,69107,4020,Holliday Elementary,39.492166,-92.127516
813,106005,4010,Hollister Early Childhood Center ,,
814,106005,4020,Hollister Elem. ,,
815,106005,1050,Hollister High ,,
816,106005,3000,Hollister Middle ,,
817,48925,6985,Hope Leadership Academy ,39.068053,-94.550462
818,107152,1010,Exceptional Child Coop. ,37.32544242610156,-91.95257038602983
819,107152,4020,Houston Elem. ,37.32544242610156,-91.95257038602983
820,107152,1050,Houston High ,37.32544242610156,-91.95257038602983
821,107152,3000,Houston Middle ,37.32544242610156,-91.95257038602983
822,46128,4020,Howell Valley Elem. ,,
823,7126,4020,Hudson Elem. ,,
824,84004,4020,Humansville Elem. ,37.79803785,-93.5734182846899
825,84004,1050,Humansville High ,37.79803785,-93.5734182846899
826,84004,3010,Humansville Middle School ,37.79803785,-93.5734182846899
827,7125,4020,Hume Elem. ,,
828,7125,1050,Hume High ,,
829,104041,4020,Hurley Elem. ,36.9330648,-93.50363478524528
830,104041,1050,Hurley High ,36.9330648,-93.50363478524528
831,66107,4020,Iberia Elem. ,38.0878351,-92.3004051
832,66107,1050,Iberia High ,38.0878351,-92.3004051
833,48077,6130,Abraham Mallinson Elementary ,39.112156,-94.435446
834,48077,3000,Bingham Middle ,39.08570015,-94.36443936019435
835,48077,4060,Blackburn Elem. ,39.0725033877551,-94.3729059387755
836,48077,3050,Bridger Middle ,,
837,48077,4080,Bryant Elem. ,39.102140611260346,-94.40301631712585
838,48077,4090,Cassell Park Elementary ,39.066216698630136,-94.45709789041096
839,48077,3060,Clifford H. Nowlin Middle ,39.070844550000004,-94.45680729712655
840,48077,6000,Day Treatment ,39.104711449999996,-94.4225740780716
841,48077,4100,Fairmount Elem. ,,
842,48077,5010,Glendale Elem. ,39.07233114154029,-94.3907931478386
843,48077,7500,Hanthorn Early Education ,39.071838,-94.39685130756479
844,48077,1021,Independence Academy ,39.104711449999996,-94.4225740780716
845,48077,5040,John W. Luff Elem. ,39.054329,-94.42555
846,48077,5100,Korte Elem. ,39.077985673469385,-94.45552914285715
847,48077,6120,Little Blue Elementary ,,
848,48077,5070,Mill Creek Elem. ,39.12480035,-94.41548974650075
849,48077,6020,Ott Elem. ,39.10712535618117,-94.41240616757395
850,48077,3070,Pioneer Ridge Middle ,39.08749245,-94.36433884202215
851,48077,6030,Procter Elem. ,39.0844103030303,-94.43283675757576
852,48077,6040,Randall Elem. ,39.0614191,-94.3761608
853,48077,6050,Santa Fe Trail Elem. ,,
854,48077,6070,Spring Branch Elem. ,39.091139947754584,-94.33759702661241
855,48077,6080,Sugar Creek Elem. ,39.114199835868796,-94.4416765401159
856,48077,7510,Sunshine Center ,39.107667384744246,-94.36185196248032
857,48077,6090,Sycamore Hills Elem. ,39.0506092,-94.3973658592093
858,48077,4040,Thomas Hart Benton Elem. ,39.0878386871455,-94.40645198358729
859,48077,6100,Three Trails Elem. ,39.0631006,-94.4410329674476
860,48077,1050,Truman High ,39.06047936597982,-94.41472491687863
861,48077,1090,Van Horn High ,,
862,48077,1075,William Chrisman High ,39.103299199999995,-94.41030777280876
863,48077,6060,William Southern Elem. ,,
864,47065,4050,Viburnum Elementary,,
865,47065,1050,Viburnum High,,
866,16090,4140,East Elementary ,37.385437274585065,-89.63840014007357
867,16090,4060,Gordonville Attendance Center ,37.38087196070868,-89.66072897304029
868,16090,3000,Jackson Middle ,37.394325826791025,-89.68605776249403
869,16090,1050,Jackson Sr. High ,37.38004079512162,-89.66922528512988
870,16090,4100,Millersville Attendance Center ,37.4328299,-89.799543
871,16090,4110,North Elem. ,39.0391583,-94.34846019228593
872,16090,4015,Orchard Drive Elem. ,37.388390763661164,-89.68576521120173
873,16090,2050,Russell Hawkins Jr. High ,,
874,16090,4130,South Elem. ,37.3805285,-89.6668033
875,16090,4160,West Lane Elem. ,,
876,68074,4020,Jamestown C-I Elem. ,38.769915,-92.477234
877,68074,1050,Jamestown C-I High ,38.769915,-92.477234
878,49137,4020,Jasper Co. Elem. ,37.339859,-94.303262
879,49137,1050,Jasper Co. High School,37.339836,-94.299502
880,74195,4020,Jefferson Elem. ,,
881,74195,1050,Jefferson High ,,
882,26006,4020,Belair Elem. ,38.60550038461538,-92.21533023076923
883,26006,4025,Callaway Hills Elem. ,,
884,26006,1060,Capital City High School ,38.5635287,-92.2194115
885,26006,4030,Cedar Hill Elem. ,38.56126267383097,-92.20926604823492
886,26006,4050,Clarence Lawson Elem. ,38.57174972448177,-92.26974690664893
887,26006,4040,East Elem. ,38.58569641580998,-92.18821893175796
888,26006,1050,Jefferson City High ,38.561728146154,-92.17632715130715
889,26006,3000,Lewis and Clark Middle ,38.5560949,-92.1426572
890,26006,4060,Moreau Heights Elem. ,,
891,26006,1100,Nichols Career Center ,38.5635282,-92.17745559116938
892,26006,4070,North Elem. ,38.6547836,-92.1114004
893,26006,5010,Pioneer Trail Elementary ,,
894,26006,1015,Prenger Family Center ,38.5664279,-92.193093
895,26006,4080,South Elem. ,38.57069948551324,-92.1859538662213
896,26006,7500,Southwest Early Childhood Center ,38.580047,-92.18648
897,26006,3020,Thomas Jefferson Middle ,38.568272,-92.271972
898,26006,5020,Thorpe J. Gordon Elem. ,38.5641465,-92.17721967155595
899,26006,5040,West Elem. ,38.5840053,-92.2024901
900,50007,3000,Danby-Rush Tower Middle ,,
901,50007,1050,Jefferson High School ,,
902,50007,7500,Jefferson R-VII Preschool ,,
903,50007,4020,Plattin Primary ,,
904,50007,4060,Telegraph Intermediate ,,
905,96104,4030,Fairview Intermediate ,38.712877,-90.2688039
906,96104,4020,Fairview Primary ,38.712616,-90.2684176
907,96104,1050,Jennings High ,38.7261719,-90.2556799
908,96104,4070,Kenneth C. Hanrahan Elem. ,38.7269116,-90.2708312
909,96104,4040,Northview Elem. ,38.7293696,-90.2520447
910,96104,2050,Rose Johnson Jennings Jr. High ,38.7275068,-90.2579097
911,96104,4060,Woodland Elem. ,38.72459,-90.2713215
912,51154,4020,Crest Ridge Elem. ,,
913,51154,1050,Crest Ridge High ,,
914,49148,4030,Cecil Floyd Elem. ,37.0653315959596,-94.54081215151515
915,49148,4040,Columbia Elem. ,37.0986058367347,-94.5187601632653
916,49148,3050,East Middle ,37.0692943,-94.4967858
917,49148,4100,Eastmorland Elem. ,37.07833775757576,-94.47960772727274
918,49148,1100,Franklin Technology Center ,37.082499,-94.503673
919,49148,4170,Irving Elementary ,37.059763,-94.5321585
920,49148,4180,Jefferson Elem. ,37.0636796,-94.5427493
921,49148,7500,Joplin Early Childhood Center ,,
922,49148,1050,Joplin High ,37.082499,-94.503673
923,49148,4200,Kelsey Norman Elem. ,37.05947206122449,-94.50108224489796
924,49148,4260,Mckinley Elem. ,37.08527595918367,-94.51464271428571
925,49148,3000,North Middle ,37.09058175,-94.52526385485686
926,49148,4300,Royal Heights Elem. ,37.106742,-94.48967
927,49148,4060,Soaring Heights Elem. ,37.0692943,-94.4967858
928,49148,3030,South Middle ,37.033268396396394,-94.50505746396396
929,49148,4320,Stapleton Elem. ,37.044316,-94.514262
930,49148,4360,West Central Elem. ,37.084455,-94.525051
931,46137,4020,Junction Hill Elem. ,,
932,115931,3945,Kairos Academies ,38.589653174786434,-90.22518788081284
933,48078,5670,Ac Prep Elementary ,39.0398793,-94.5683954
934,48078,5440,B. Banneker Elementary ,38.998668183673466,-94.54531187755101
935,48078,5780,Border Star Montessori ,38.9409457,-94.5965965
936,48078,5500,Carver Dual Language School ,39.041878,-94.531313
937,48078,1200,Central High School ,39.06746425581395,-94.54362944186046
938,48078,3090,Central Middle School ,39.06757571812081,-94.54129687919463
939,48078,6030,Contract ,39.0677065033557,-94.5402516442953
940,48078,1580,East High School ,39.088996737692035,-94.52004001859626
